x,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Label
1,1,33.9705755,26.90724809,19.10497317,13.03840481,10.19803903,11.70469991,14.4222051,18.60107524,22.47220505,24.59674775,27.51363298,28.86173938,29.15475947,30.01666204,29.01723626,27.07397274,24.0208243,20.02498439,14.31782106,10.29563014,5.830951895,6.08276253,8.062257748,10.63014581,14.2126704,5.385164807,6.32455532,8.485281374,11.18033989,17.08800749,23.76972865,29.42787794,33.13608305,35.0142828,35,32.01562119,30.01666204,26.07680962,21.21320344,18.02775638,14.03566885,10.44030651,12.04159458,15,20.59126028,25.55386468,32.75667871,38.27531842,41.40048309,44.68780594,45.254834,1
1,1,36.35931793,28.8444102,19.72308292,12.64911064,9.055385138,10.63014581,14.4222051,18.86796226,22.8035085,25.49509757,28.31960452,28.60069929,30.01666204,30.87069808,28.7923601,27.51363298,23.40939982,19.6977156,13.60147051,8.602325267,6,5.656854249,8.062257748,10.44030651,13.15294644,5,4.472135955,7.211102551,11.40175425,17.2626765,24.08318916,30.01666204,34.0147027,35.22782991,36.22154055,33.24154028,30.14962686,26.01922366,22,18,14.14213562,9.848857802,11.40175425,14.86606875,20.61552813,25.96150997,33.52610923,39.2173431,43.46262762,45.61797891,45.65084884,1
1,1,32.64965543,25.94224354,18.35755975,12.04159458,8.544003745,9.486832981,13.89244399,18.02775638,22.36067977,25.07987241,26.92582404,28.63564213,30.06659276,30,29.06888371,27.07397274,24.0208243,19.02629759,13.34166406,8.602325267,5.099019514,6.403124237,9.219544457,11.66190379,15.23154621,5.656854249,6.08276253,9.219544457,13.03840481,17.80449381,24.75883681,29.83286778,34.40930107,34.98571137,34.98571137,32.75667871,29.68164416,25.8069758,20.61552813,17.20465053,13.03840481,9.219544457,8.544003745,12.80624847,18.38477631,24.75883681,31.144823,36.23534186,40.80441153,44.10215414,44.77722635,1
1,1,34.92849839,28.7923601,19.6977156,13.60147051,10.29563014,12.04159458,15.5241747,19.6468827,23.53720459,26.17250466,29,30.14962686,31.78049716,31.32091953,31.01612484,28.23118843,25.63201124,20.88061302,14.03566885,9.219544457,6.403124237,7,8.544003745,11.66190379,15,5.656854249,6,8.94427191,12.80624847,18.38477631,25,30.52867504,34.88552709,36.24913792,36.24913792,34.0147027,30.41381265,26.41968963,21.63330765,17.49285568,13.41640786,9.055385138,10.77032961,15,19.79898987,26.2488095,33.42154993,37.20215048,42.19004622,45.17742799,45.18849411,1
1,1,33.28663395,26.07680962,18.35755975,12.64911064,9.055385138,9.219544457,13.89244399,17.88854382,21.63330765,23.60084744,26.90724809,27.58622845,29.41088234,29.15475947,28.65309756,26.83281573,22.82542442,18.86796226,12.04159458,6.708203932,3.605551275,6.32455532,9.055385138,11.04536102,14.31782106,5.099019514,6.708203932,10,13.41640786,18.97366596,24.73863375,30.2654919,35.05709629,35.0142828,35.0142828,33.01514804,30,26.07680962,21.09502311,18.11077028,13,9.219544457,9.219544457,13,17.4642492,24.04163056,30.3644529,35.11409973,39.92492956,43.38202393,44.77722635,1
1,1,36.01388621,28.01785145,20.02498439,13.34166406,10,10.77032961,15.13274595,19.10497317,23.34523506,25.70992026,29.15475947,29.96664813,31.06444913,32.20248438,29.83286778,29.06888371,24.8394847,20,14.76482306,9.219544457,5.385164807,5.099019514,8.062257748,10.44030651,13.41640786,4.472135955,5.385164807,9.055385138,12.64911064,18.38477631,24.18677324,30.23243292,34.20526275,36.12478374,36.12478374,33.30165161,30.61045573,25.8069758,21.09502311,17.20465053,13.45362405,9.433981132,11.04536102,14.31782106,19.31320792,25.29822128,32.28002478,38.07886553,41.59326869,44.28317965,45.04442252,1
1,1,32.52691193,26.17250466,19.10497317,12.52996409,9,10.81665383,14.14213562,18.43908891,22.627417,24.8394847,28.01785145,29.52964612,31.38470965,30.3644529,30.08321791,27.65863337,24.73863375,20.24845673,13.89244399,8.485281374,5,5,7.615773106,10.19803903,14.03566885,5,5,8.062257748,12.04159458,17.80449381,24.18677324,28.63564213,33.24154028,34.4818793,34.20526275,31.04834939,28.16025568,25.29822128,20.24845673,17.08800749,11.40175425,8.062257748,9.219544457,13.03840481,18.35755975,24.18677324,31.38470965,35.51056181,40.80441153,44.04543109,45.27692569,1
1,1,35.77708764,29.52964612,20.61552813,14.56021978,11.18033989,12.80624847,15.62049935,20,24.08318916,26.87005769,29.20616373,31.06444913,32.20248438,32.31098884,31.6227766,29.12043956,26.2488095,21.54065923,15.26433752,9.219544457,6.08276253,6.403124237,8.602325267,10.77032961,14.56021978,6,6.403124237,8.246211251,13,18.02775638,25.3179778,31.04834939,34.78505426,36.76955262,35.4682957,34.17601498,30.6757233,26.92582404,21.37755833,18.43908891,13.92838828,10,11.18033989,14.31782106,20.09975124,26.17250466,32.38826948,37.85498646,42.72001873,45.88027899,46.09772229,1
1,1,34.17601498,27.51363298,20.61552813,15.26433752,11.40175425,11.40175425,15.03329638,17.11724277,21.02379604,24,26.17250466,27.45906044,28.7923601,29.54657341,29.06888371,27.29468813,24.18677324,19.6977156,13.60147051,8,5,6,7.280109889,9.848857802,13.03840481,6.32455532,7.280109889,10,13.45362405,18.02775638,25.05992817,30.46309242,33.83784863,35.17101079,35.17101079,32.984845,29.41088234,26.57066051,21.9317122,18.38477631,14.86606875,11.04536102,11.40175425,13.89244399,18.43908891,24.20743687,30.61045573,35,39.66106403,43.9089968,44.28317965,1
